id,name,phone,address,businessHours,services,latitude,longitude,isActive,createdAt,updatedAt
30025,士林旗艦店,02-28815252,"中正路115號, 士林區, 台北市",,,25.08598,121.5057,1,2025-11-24 13:32:59,2025-11-24 13:32:59
30026,天母店,02-28738993,"天母北路３０號, 士林區, 台北市",,,25.11869,121.526,1,2025-11-24 13:32:59,2025-11-24 13:32:59
30027,復北店,02-87120139,"復興北路325號, 松山區, 台北市",,,25.05347,121.5439,1,2025-11-24 13:32:59,2025-11-24 13:32:59
30028,南京旗艦店,02-25715966,"南京東路二段6號, 中山區, 台北市",,,25.05183,121.5281,1,2025-11-24 13:33:00,2025-11-24 13:33:00
30029,基隆旗艦店,02-24215860,"義一路18號, 中正區, 基隆市",,,25.1309,121.7445,1,2025-11-24 13:33:00,2025-11-24 13:33:00
30030,寧夏店,02-25562216,"民生西路204號1-3樓, 大同區, 台北市",,,25.05689,121.5152,1,2025-11-24 13:33:00,2025-11-24 13:33:00
30031,安樂店,02-24300328,"麥金路727號, 安樂區, 基隆市",,,25.12158,121.7198,1,2025-11-24 13:33:00,2025-11-24 13:33:00
30032,萬大店,02-23012958,"萬大路331號1F, 萬華區, 台北市",,,25.01926,121.497,1,2025-11-24 13:33:00,2025-11-24 13:33:00
30033,新北投店,02-28983778,"中和街14號1樓, 北投區, 台北市",,,25.14449,121.4972,1,2025-11-24 13:33:01,2025-11-24 13:33:01
30034,瑞芳店,02-24061138,"明燈路三段104號1.2號, 瑞芳區, 新北市",,,25.10844,121.8053,1,2025-11-24 13:33:01,2025-11-24 13:33:01
30035,七堵店,02-24555798,"光明路118號、120號, 七堵區, 基隆市",,,25.13449,121.5025,1,2025-11-24 13:33:01,2025-11-24 13:33:01
30036,基隆信義店,02-24661959,"東信路198號1樓及夾層, 信義區, 基隆市",,,25.13005,121.7685,1,2025-11-24 13:33:01,2025-11-24 13:33:01
30037,社子店,02-28106122,"延平北路5段282號B1.1F, 士林區, 台北市",,,25.08545,121.5098,1,2025-11-24 13:33:02,2025-11-24 13:33:02
30038,錦西店,02-25627728,"錦西街14-1號B1.1F, 中山區, 台北市",,,25.0603,121.5214,1,2025-11-24 13:33:02,2025-11-24 13:33:02
30039,北投新旗艦店,02-28958965,"大業路452巷6號B1, 北投區, 台北市",,,25.13143,121.4969,1,2025-11-24 13:33:02,2025-11-24 13:33:02
30040,基隆仁二店,02-77049699,"仁二路201號, 仁愛區, 基隆市",,,25.12771,121.7508,1,2025-11-24 13:33:02,2025-11-24 13:33:02
30041,台北大龍店,02-25850598,"大龍街227號及229號, 大同區, 台北市",,,25.07083,121.516,1,2025-11-24 13:33:02,2025-11-24 13:33:02
30042,台北稻香店,02-25595758,"民生西路270號, 大同區, 台北市",,,25.05767,121.5224,1,2025-11-24 13:33:03,2025-11-24 13:33:03
30043,珍德行店,02-28331259,"德行東路226號, 士林區, 台北市",,,25.11124,121.5407,1,2025-11-24 13:33:03,2025-11-24 13:33:03
30044,板橋店,02-82527727,"莊敬路34號, 板橋區, 新北市",,,25.0275,121.4728,1,2025-11-24 13:33:03,2025-11-24 13:33:03
30045,中和店,02-89231023,"中和路326號1.2樓, 中和區, 新北市",,,25.00116,121.5099,1,2025-11-24 13:33:03,2025-11-24 13:33:03
30046,新埔店,02-82512799,"雨農路19號, 板橋區, 新北市",,,25.02481,121.4627,1,2025-11-24 13:33:04,2025-11-24 13:33:04
30047,安康店,02-86660400,"安康路2段161號, 新店區, 新北市",,,24.96369,121.5167,1,2025-11-24 13:33:04,2025-11-24 13:33:04
30048,中和旗艦店,02-22431996,"中山路二段297號, 中和區, 新北市",,,25.00167,121.4961,1,2025-11-24 13:33:04,2025-11-24 13:33:04
30049,民權店,02-29411679,"民權路53號, 永和區, 新北市",,,24.9967,121.5202,1,2025-11-24 13:33:04,2025-11-24 13:33:04
30050,新店中正店,02-22193735,"中正路424號, 新店區, 新北市",,,25.03297,121.5654,1,2025-11-24 13:33:04,2025-11-24 13:33:04
30051,金城店,02-22630211,"金城路三段200號, 土城區, 新北市",,,24.98801,121.4688,1,2025-11-24 13:33:05,2025-11-24 13:33:05
30052,南勢角店,02-86682968,"景新街340號1~3F, 中和區, 新北市",,,24.99954,121.5031,1,2025-11-24 13:33:05,2025-11-24 13:33:05
30053,三峽大學店,02-86723119,"大學路92號及96號1F-2F, 三峽區, 新北市",,,24.94181,121.3763,1,2025-11-24 13:33:05,2025-11-24 13:33:05
30054,中和中山店,02-22230886,"中山路三段98號B1~2F, 中和區, 新北市",,,25.00584,121.4772,1,2025-11-24 13:33:05,2025-11-24 13:33:05
30055,新店中興店,02-89199669,"中興路三段3號B1, 新店區, 新北市",,,24.97738,121.5453,1,2025-11-24 13:33:06,2025-11-24 13:33:06
30056,埔墘店,02-29512838,"中山路二段361號B1-1F, 板橋區, 新北市",,,25.01915,121.4796,1,2025-11-24 13:33:06,2025-11-24 13:33:06
30057,板橋溪北店,02-26831800,"溪北路118號1-2F與116號2F, 板橋區, 新北市",,,24.98898,121.429,1,2025-11-24 13:33:06,2025-11-24 13:33:06
30058,深坑店,02-26620708,"北深路三段305號1樓, 深坑區, 新北市",,,25.00464,121.5979,1,2025-11-24 13:33:06,2025-11-24 13:33:06
30059,永和信義店,02-29232289,"信義路125號1-2F, 永和區, 新北市",,,25.08033,121.4787,1,2025-11-24 13:33:06,2025-11-24 13:33:06
30060,土城學成店,02-82617279,"學成路68號1-2F, 土城區, 新北市",,,24.98809,121.4517,1,2025-11-24 13:33:07,2025-11-24 13:33:07
30061,三峽中山店,02-26725229,"中山路171號1F, 三峽區, 新北市",,,25.03297,121.5654,1,2025-11-24 13:33:07,2025-11-24 13:33:07
30062,新板橋中山店,02-29506230,"中山路一段51號1-2樓, 板橋區, 新北市",,,25.00942,121.4609,1,2025-11-24 13:33:07,2025-11-24 13:33:07
30063,新永和店,02-89431518,"中正路235號1F+2F, 永和區, 新北市",,,25.01791,121.4558,1,2025-11-24 13:33:07,2025-11-24 13:33:07
30064,永和竹林店,02-89268868,"竹林路167號, 永和區, 新北市",,,25.01005,121.5206,1,2025-11-24 13:33:08,2025-11-24 13:33:08
30065,土城中央店,02-22608118,"中央路二段165.167號, 土城區, 新北市",,,24.97813,121.442,1,2025-11-24 13:33:08,2025-11-24 13:33:08
30066,鶯歌店,02-26786697,"中正一路115號B1.1樓, 鶯歌區, 新北市",,,24.95556,121.3521,1,2025-11-24 13:33:08,2025-11-24 13:33:08
30067,新莊店,02-22771882,"中平路108號, 新莊區, 新北市",,,25.04588,121.445,1,2025-11-24 13:33:08,2025-11-24 13:33:08
30068,蘆洲旗艦店,02-28482486,"中山一路297號, 蘆洲區, 新北市",,,25.08088,121.4738,1,2025-11-24 13:33:08,2025-11-24 13:33:08
30069,淡水店,02-26255206,"大忠街89號1F, 淡水區, 新北市",,,25.1777,121.4464,1,2025-11-24 13:33:09,2025-11-24 13:33:09
30070,三民店,02-22858008,"三民路535號, 蘆洲區, 新北市",,,24.97034,121.538,1,2025-11-24 13:33:09,2025-11-24 13:33:09
30071,五股店,02-22911009,"工商路66號, 五股區, 新北市",,,25.0847,121.4389,1,2025-11-24 13:33:09,2025-11-24 13:33:09
30072,化成店,02-29908799,"化成路189號, 新莊區, 新北市",,,25.05022,121.4657,1,2025-11-24 13:33:09,2025-11-24 13:33:09
30073,三重仁愛店,02-22863066,"仁愛街676.678號1-2F, 三重區, 新北市",,,25.08014,121.4913,1,2025-11-24 13:33:10,2025-11-24 13:33:10
30074,林口文化店,02-26089201,"文化二路1段269號1樓、271號1樓、2樓, 林口區, 新北市",,,25.22457,121.637,1,2025-11-24 13:33:10,2025-11-24 13:33:10
30075,八里店,02-26108158,"中山路二段522號1-2F, 八里區, 新北市",,,25.00505,121.486,1,2025-11-24 13:33:10,2025-11-24 13:33:10
30076,金山店,02-24981108,"中山路69號1F, 金山區, 新北市",,,25.06221,121.457,1,2025-11-24 13:33:10,2025-11-24 13:33:10
30077,林口竹林店,02-86012806,"中正路332號1、2樓, 林口區, 新北市",,,25.02324,121.4543,1,2025-11-24 13:33:10,2025-11-24 13:33:10
30078,三重重陽店,02-29893181,"重陽路2段51號1、2樓, 三重區, 新北市",,,25.06329,121.4874,1,2025-11-24 13:33:11,2025-11-24 13:33:11
30079,淡水中山店,02-26295515,"中山北路二段100號1-2F, 淡水區, 新北市",,,25.05286,121.5224,1,2025-11-24 13:33:11,2025-11-24 13:33:11
30080,新長庚店,03-3182727,"文化三路383號1樓, 龜山鄉, 桃園縣",,,25.05504,121.3664,1,2025-11-24 13:33:11,2025-11-24 13:33:11
30081,新四維店,02-22063033,"龍安路297號, 新莊區, 新北市",,,25.01969,121.4208,1,2025-11-24 13:33:11,2025-11-24 13:33:11
30082,泰林店,02-29095618,"泰林路二段189-191號, 泰山區, 新北市",,,25.05341,121.4386,1,2025-11-24 13:33:12,2025-11-24 13:33:12
30083,泰山明志店,02-29083669,"明志路三段126號, 泰山區, 新北市",,,25.04042,121.4249,1,2025-11-24 13:33:12,2025-11-24 13:33:12
30084,三重重新店,02-29791119,"重新路二段116、118號, 三重區, 新北市",,,25.06309,121.4995,1,2025-11-24 13:33:12,2025-11-24 13:33:12
30085,樹林旗艦店,02-26870298,"中山路一段35號, 樹林區, 新北市",,,25.00884,121.4605,1,2025-11-24 13:33:12,2025-11-24 13:33:12
30086,竹圍自強店,02-28080568,"自強路106號, 淡水區, 新北市",,,25.07231,121.4327,1,2025-11-24 13:33:12,2025-11-24 13:33:12
30087,林口仁愛店,02-26068572,"文化三路一段589號, 林口區, 新北市",,,25.07681,121.371,1,2025-11-24 13:33:13,2025-11-24 13:33:13
30088,桃鶯店,03-3777966,"桃鶯路196號1樓之1, 桃園區, 桃園市",,,24.98191,121.3189,1,2025-11-24 13:33:13,2025-11-24 13:33:13
30089,楊梅店,03-4818333,"中山北路二段23巷2號, 楊梅區, 桃園市",,,24.90852,121.1674,1,2025-11-24 13:33:13,2025-11-24 13:33:13
30090,大園店,03-3868938,"中正東路166號, 大園區, 桃園市",,,24.88197,121.2894,1,2025-11-24 13:33:13,2025-11-24 13:33:13
30091,大溪店,03-3872788,"中央路99號, 大溪區, 桃園市",,,24.96319,121.1905,1,2025-11-24 13:33:14,2025-11-24 13:33:14
30092,龍潭店,03-4995057,"中興路433號, 龍潭區, 桃園市",,,24.99337,121.3367,1,2025-11-24 13:33:14,2025-11-24 13:33:14
30093,桃園旗艦店,03-3316658,"中山東路51號, 桃園區, 桃園市",,,24.99612,121.3147,1,2025-11-24 13:33:14,2025-11-24 13:33:14
30094,南崁店,03-3126605,"南崁路一段7號1-2樓, 蘆竹區, 桃園市",,,25.05052,121.29,1,2025-11-24 13:33:14,2025-11-24 13:33:14
30095,大湳店,03-2180002,"福國北街75號, 八德區, 桃園市",,,24.96075,121.2945,1,2025-11-24 13:33:14,2025-11-24 13:33:14
30096,龍潭中正店,03-4701033,"中正路35.37.39號1-2F, 龍潭區, 桃園市",,,24.98889,121.3145,1,2025-11-24 13:33:15,2025-11-24 13:33:15
30097,龍安店,03-3690336,"龍安街117號1F-2F, 桃園區, 桃園市",,,24.99001,121.2797,1,2025-11-24 13:33:15,2025-11-24 13:33:15
30098,中壢龍岡店,03-4280898,"龍岡路一段140.142號1F-2F, 中壢區, 桃園市",,,24.94846,121.2249,1,2025-11-24 13:33:15,2025-11-24 13:33:15
30099,觀音店,03-4836799,"大觀路二段239.241號, 觀音區, 桃園市",,,25.04906,121.1452,1,2025-11-24 13:33:15,2025-11-24 13:33:15
30100,龜山店,03-3295699,"萬壽路二段1219、1219-1號, 龜山區, 桃園市",,,24.99306,121.3298,1,2025-11-24 13:33:16,2025-11-24 13:33:16
30101,楊梅新成店,03-4751388,"新成路204號1F, 楊梅區, 桃園市",,,24.9108,121.1467,1,2025-11-24 13:33:16,2025-11-24 13:33:16
30102,大竹店,03-3133868,"上興路58號, 蘆竹區, 桃園市",,,25.01953,121.2647,1,2025-11-24 13:33:16,2025-11-24 13:33:16
30103,新屋店,03-4871758,"中山路343號, 新屋區, 桃園市",,,24.99363,121.301,1,2025-11-24 13:33:16,2025-11-24 13:33:16
30104,桃園中平店,03-2201162,"中山路675號1-2F, 桃園區, 桃園市",,,24.99363,121.301,1,2025-11-24 13:33:16,2025-11-24 13:33:16
30105,中壢中正店,03-2805700,"中正路202,204,206號1-3F, 中壢區, 桃園市",,,24.98889,121.3145,1,2025-11-24 13:33:17,2025-11-24 13:33:17
30106,龍南店,03-4500819,"龍南路155號1F, 平鎮區, 桃園市",,,24.92383,121.2477,1,2025-11-24 13:33:17,2025-11-24 13:33:17
30107,寶山店,03-3160122,"寶山街269號, 桃園區, 桃園市",,,25.01135,121.3137,1,2025-11-24 13:33:17,2025-11-24 13:33:17
30108,藝文店,03-3166115,"中正路1175號, 桃園區, 桃園市",,,25.01871,121.2971,1,2025-11-24 13:33:17,2025-11-24 13:33:17
30109,內壢忠孝店,03-4625608,"忠孝路223號, 中壢區, 桃園市",,,24.97768,121.2545,1,2025-11-24 13:33:18,2025-11-24 13:33:18
30110,桃園民族店,03-2717273,"民族路222號, 桃園區, 桃園市",,,24.99546,121.3075,1,2025-11-24 13:33:18,2025-11-24 13:33:18
30111,平鎮環南店,03-4010484,"環南路二段27號, 平鎮市, 桃園縣",,,24.9442,121.2095,1,2025-11-24 13:33:18,2025-11-24 13:33:18
30112,桃園力行店,03-3690728,"力行路566號, 桃園區, 桃園市",,,24.99858,121.294,1,2025-11-24 13:33:18,2025-11-24 13:33:18
30113,桃園中山店,03-3350899,"中山路382號, 桃園區, 桃園市",,,24.99226,121.3041,1,2025-11-24 13:33:18,2025-11-24 13:33:18
30114,竹南店,03-7484333,"路二段132號, 竹南鎮環市, 苗栗縣",,,24.68702,120.8698,1,2025-11-24 13:33:19,2025-11-24 13:33:19
30115,新竹店,03-5343395,"經國路一段788.790號, 新竹市",,,24.81433,120.9803,1,2025-11-24 13:33:19,2025-11-24 13:33:19
30116,竹東店,03-5948678,"長春路三段208號1F, 竹東鎮, 新竹縣",,,24.7444,121.0831,1,2025-11-24 13:33:19,2025-11-24 13:33:19
30117,苗栗店,03-7368478,"英才路65號, 苗栗市, 苗栗縣",,,24.56799,120.8208,1,2025-11-24 13:33:19,2025-11-24 13:33:19
30118,光復店,03-5166201,"光復路二段194巷19號, 新竹市",,,24.79479,121.0016,1,2025-11-24 13:33:20,2025-11-24 13:33:20
30119,頭份店,03-7691115,"自強路77號, 頭份鎮, 苗栗縣",,,24.68891,120.9105,1,2025-11-24 13:33:20,2025-11-24 13:33:20
30120,苑裡店,03-7860005,"新興路39號, 苑裡鎮, 苗栗縣",,,24.44091,120.6512,1,2025-11-24 13:33:20,2025-11-24 13:33:20
30121,後龍店,03-7727338,"中山路203之一號(及205號), 後龍鎮, 苗栗縣",,,24.61268,120.7933,1,2025-11-24 13:33:20,2025-11-24 13:33:20
30122,竹北店,03-5528770,"三民路417號1F, 竹北市, 新竹縣",,,24.83458,121.0091,1,2025-11-24 13:33:20,2025-11-24 13:33:20
30123,食品店,03-5626011,"食品路277號2F, 新竹市",,,24.80199,120.9829,1,2025-11-24 13:33:21,2025-11-24 13:33:21
30124,新豐店,03-5575565,"新興路58.60號, 新豐鄉, 新竹縣",,,24.87527,121.003,1,2025-11-24 13:33:21,2025-11-24 13:33:21
30125,關西店,03-5877287,"正義路182號, 關西鎮, 新竹縣",,,24.79574,121.1747,1,2025-11-24 13:33:21,2025-11-24 13:33:21
30126,竹北自強店,03-6576988,"自強南路68號, 竹北市, 新竹縣",,,24.81831,121.0266,1,2025-11-24 13:33:21,2025-11-24 13:33:21
30127,湖口店,03-5997178,"忠孝路5號1、2樓, 湖口鄉, 新竹縣",,,24.90134,121.0441,1,2025-11-24 13:33:22,2025-11-24 13:33:22
30128,新竹竹科店,03-5631328,"光復路一段132、134號, 新竹市",,,24.78163,121.0234,1,2025-11-24 13:33:22,2025-11-24 13:33:22
30129,公館店,037-228358,"玉泉村玉泉359-5號1樓, 公館鄉, 苗栗縣",,,24.50616,120.8271,1,2025-11-24 13:33:22,2025-11-24 13:33:22
30130,新頭份中央店,037-665718,"中央路552號, 頭份市, 苗栗縣",,,24.69437,120.8952,1,2025-11-24 13:33:22,2025-11-24 13:33:22
30131,新竹民富店,03-6218203,"經國路二段389號, 新竹市",,,24.80761,120.9581,1,2025-11-24 13:33:22,2025-11-24 13:33:22
30132,神山超越店,03-5504598,"莊敬南路23號, 竹北市, 新竹縣",,,24.81968,121.0219,1,2025-11-24 13:33:23,2025-11-24 13:33:23
30133,湖口中山店,03-5990922,"中山路一段772、776號, 湖口鄉, 新竹縣",,,24.89838,121.0429,1,2025-11-24 13:33:23,2025-11-24 13:33:23
30134,湳雅店,03-6109099,"大雅路88號(大魯閣湳雅廣場2F-23), 北區, 新竹市",,,24.81931,120.9698,1,2025-11-24 13:33:23,2025-11-24 13:33:23
30135,太平店,04-22754692,"中山路三段49號, 太平區, 台中市",,,24.10699,120.6119,1,2025-11-24 13:33:23,2025-11-24 13:33:23
30136,梧棲店,04-26570169,"文化路二段205號, 梧棲區, 台中市",,,24.25655,120.5311,1,2025-11-24 13:33:24,2025-11-24 13:33:24
30137,東勢店,04-25882181,"豐勢路459號, 東勢區, 台中市",,,24.26252,120.8123,1,2025-11-24 13:33:24,2025-11-24 13:33:24
30138,台中旗艦店,04-22625557,"復興路一段270號, 南區, 台中市",,,24.11476,120.6551,1,2025-11-24 13:33:24,2025-11-24 13:33:24
30139,烏日店,04-23360900,"中山路二段110號, 烏日區, 台中市",,,24.20381,120.7045,1,2025-11-24 13:33:24,2025-11-24 13:33:24
30140,澎湖店,06-9271919,"文光路85號1樓及2樓, 馬公市, 澎湖縣",,,23.57709,119.5711,1,2025-11-24 13:33:24,2025-11-24 13:33:24
30141,潭子店,04-25327258,"潭興路三段102號, 潭子區, 台中市",,,24.21183,120.7016,1,2025-11-24 13:33:25,2025-11-24 13:33:25
30142,大甲店,04-26881618,"民生路13號, 大甲區, 台中市",,,24.14429,120.6644,1,2025-11-24 13:33:25,2025-11-24 13:33:25
30143,后里店,04-25581869,"甲后路一段 385、387號, 后里區, 台中市",,,24.30885,120.7244,1,2025-11-24 13:33:25,2025-11-24 13:33:25
30144,沙鹿店,04-26631038,"中山路462號, 沙鹿區, 台中市",,,24.14664,120.6732,1,2025-11-24 13:33:25,2025-11-24 13:33:25
30145,清水店,04-26269399,"中華路413號1F, 清水區, 台中市",,,24.2726,120.5683,1,2025-11-24 13:33:26,2025-11-24 13:33:26
30146,健行店,04-22081618,"健行路466號1F~3F, 北區, 台中市",,,24.15924,120.6803,1,2025-11-24 13:33:26,2025-11-24 13:33:26
30147,豐南店,04-25318133,"中山路130號, 豐原區, 台中市",,,24.14006,120.6806,1,2025-11-24 13:33:26,2025-11-24 13:33:26
30148,中興店,04-22775333,"中興東路157號1F-2F, 太平區, 台中市",,,24.13153,120.7222,1,2025-11-24 13:33:26,2025-11-24 13:33:26
30149,東山店,04-24377378,"東山路一段156-12號1-2F, 北屯區, 台中市",,,24.17012,120.7081,1,2025-11-24 13:33:26,2025-11-24 13:33:26
30150,新文心店,04-22468698,"文心路四段671號1F.673號B1, 北屯區, 台中市",,,24.17219,120.6875,1,2025-11-24 13:33:27,2025-11-24 13:33:27
30151,青海店,04-27061777,"青海路二段225號, 西屯區, 台中市",,,24.16647,120.6502,1,2025-11-24 13:33:27,2025-11-24 13:33:27
30152,文心店,04-23153618,"文心路3段16 18號, 西屯區, 台中市",,,24.16314,120.6496,1,2025-11-24 13:33:27,2025-11-24 13:33:27
30153,東英店,04-22153998,"自由路4段314號1-2F, 東區, 台中市",,,24.14266,120.7055,1,2025-11-24 13:33:27,2025-11-24 13:33:27
30154,WanDau文心,04-37009398,"文心路三段16、18號, 西屯區, 台中市",,,24.16314,120.6496,1,2025-11-24 13:33:28,2025-11-24 13:33:28
30155,龍井店,04-26366177,"沙田路5段99之1&101號1F, 龍井區, 台中市",,,24.19349,120.546,1,2025-11-24 13:33:28,2025-11-24 13:33:28
30156,台中嶺東店,04-23826951,"嶺東路710、720號, 南屯區, 台中市",,,24.13712,120.6085,1,2025-11-24 13:33:28,2025-11-24 13:33:28
30157,太平旱溪店,04-23950756,"中山路四段233號, 太平區, 台中市",,,24.14782,120.7008,1,2025-11-24 13:33:28,2025-11-24 13:33:28
30158,新東海店,04-24625570,"玉門路29號, 西屯區, 台中市",,,24.18554,120.6095,1,2025-11-24 13:33:28,2025-11-24 13:33:28
30159,新大雅店,04-37077910,"雅環路一段52號, 大雅區, 台中市",,,24.2165,120.6525,1,2025-11-24 13:33:29,2025-11-24 13:33:29
30160,中清店,04-24261688,"中清路二段743號, 北屯區, 台中市",,,24.18603,120.6637,1,2025-11-24 13:33:29,2025-11-24 13:33:29
30161,新豐原旗鑑店,04-25235936,"大社街39號, 豐原區, 台中市",,,24.25036,120.7012,1,2025-11-24 13:33:29,2025-11-24 13:33:29
30162,沙鹿向上店,04-26365121,"向上路七段100、106號, 沙鹿區, 台中市",,,24.21793,120.546,1,2025-11-24 13:33:29,2025-11-24 13:33:29
30163,敦富店,04-36055528,"敦富路217號, 北屯區, 台中市",,,24.18484,120.7076,1,2025-11-24 13:33:30,2025-11-24 13:33:30
30164,台中甘肅店,04-23110212,"文心路三段135號1樓, 西屯區, 台中市",,,24.16964,120.6559,1,2025-11-24 13:33:30,2025-11-24 13:33:30
30165,公益店,04-23190628,"公益路二段125號, 南屯區, 台中市",,,24.15071,120.6488,1,2025-11-24 13:33:30,2025-11-24 13:33:30
30166,彰化店,04-7366906,"彰新路一段138巷1號, 彰化市, 彰化縣",,,24.09095,120.5386,1,2025-11-24 13:33:30,2025-11-24 13:33:30
30167,竹山店,04-92632311,"大禮路89號, 竹山鎮, 南投縣",,,23.75926,120.6805,1,2025-11-24 13:33:30,2025-11-24 13:33:30
30168,二林店,04-8955862,"後厝里吉昌二街77號, 二林鎮, 彰化縣",,,23.90322,120.394,1,2025-11-24 13:33:31,2025-11-24 13:33:31
30169,彰化中正店,04-7203996,"中正路二段451號, 彰化市, 彰化縣",,,24.07234,120.5366,1,2025-11-24 13:33:31,2025-11-24 13:33:31
30170,鹿港店,04-7769118,"彰鹿路七段612號, 福興鄉, 彰化縣",,,24.04862,120.4425,1,2025-11-24 13:33:31,2025-11-24 13:33:31
30171,草屯店,04-92321118,"博愛路501號, 草屯鎮, 南投縣",,,23.9859,120.6832,1,2025-11-24 13:33:31,2025-11-24 13:33:31
30172,大里二店,04-24960268,"中興路一段298-1號, 大里區, 台中市",,,24.08892,120.6952,1,2025-11-24 13:33:32,2025-11-24 13:33:32
30173,埔里店,04-92999900,"北環路131號1-3樓, 埔里鎮, 南投縣",,,23.96855,120.9697,1,2025-11-24 13:33:32,2025-11-24 13:33:32
30174,南投店,04-92208010,"果稟路101號, 南投市, 南投縣",,,23.90593,120.6933,1,2025-11-24 13:33:32,2025-11-24 13:33:32
30175,田中店,04-8753955,"中正路570號, 田中鎮, 彰化縣",,,23.86344,120.5839,1,2025-11-24 13:33:32,2025-11-24 13:33:32
30176,員林大同店,04-8320012,"大同路一段199號, 員林鎮, 彰化縣",,,23.95969,120.5804,1,2025-11-24 13:33:32,2025-11-24 13:33:32
30177,溪湖店,04-8815662,"彰水路二段839.841.843號1F-3F, 溪湖鎮, 彰化縣",,,23.95279,120.4803,1,2025-11-24 13:33:33,2025-11-24 13:33:33
30178,霧峰店,04-23331638,"中正路1098號1F-3F, 霧峰區, 台中市",,,24.25764,120.6578,1,2025-11-24 13:33:33,2025-11-24 13:33:33
30179,豐樂店,04-23893088,"永春東路820號1-2F, 南屯區, 台中市",,,24.1351,120.6418,1,2025-11-24 13:33:33,2025-11-24 13:33:33
30180,北斗店,04-8881866,"光華街31號, 北斗鎮, 彰化縣",,,23.87378,120.5265,1,2025-11-24 13:33:33,2025-11-24 13:33:33
30181,南崗店,04-92207277,"南崗二路464號1F-2F, 南投市, 南投縣",,,23.91686,120.6768,1,2025-11-24 13:33:34,2025-11-24 13:33:34
